ID,Gender,Race,Age_at_Release,Gang_Affiliated,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Percent_Days_Employed,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3
19671,M,WHITE,33-37,0,< HS Diploma,3+,Property,<1 year,3,2,0,2,1,1,0,0,1,3,0,2,1,1,0,0,1.0,0,0,0,0,0
19672,M,WHITE,28-32,0,< HS Diploma,0,Violent/Non-Sex,3+ years,4,3,1,2,3,1,0,0,0,4+,0,3+,0,1,0,0,0.0,0,0,0,0,0
19673,M,WHITE,28-32,0,High School Diploma,2,Unknown,<1 year,4,6+,0,1,2,4,1,0,1,4+,0,1,1,1,0,0,0.0,0,1,1,0,0
19674,M,WHITE,18-22,1,High School Diploma,1,Property,1-2 years,7,5,0,4,1,5+,0,0,3+,2,0,3+,1,1,0,0,0.0,0,1,1,0,0
19675,M,WHITE,33-37,0,< HS Diploma,0,Property,3+ years,3,2,0,1,0,2,0,0,1,2,0,1,1,1,0,0,0.0,0,0,0,0,0
19676,F,WHITE,28-32,0,High School Diploma,0,Other,3+ years,5,3,0,3,1,2,0,0,1,1,0,2,1,0,0,0,0.693077565,0,1,0,0,1
19677,M,BLACK,23-27,0,< HS Diploma,2,Property,3+ years,2,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,1,0,1,0
19678,M,WHITE,28-32,0,< HS Diploma,2,Violent/Non-Sex,3+ years,5,6+,1,2,3,0,1,1,1,2,1,0,1,0,1,1,0.457927369,0,1,0,1,0
19679,M,BLACK,18-22,1,High School Diploma,3+,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755319149,0,0,0,0,0
19680,M,WHITE,48 or older,0,Some College,0,Drug,3+ years,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0
19681,M,WHITE,23-27,1,High School Diploma,0,Property,3+ years,4,2,1,2,1,2,0,0,1,1,1,1,0,0,0,0,0.0,0,1,1,0,0
19682,M,WHITE,38-42,0,High School Diploma,3+,Property,3+ years,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,Unknown,0,0,0,0,0
19683,M,WHITE,28-32,0,High School Diploma,2,Property,<1 year,3,5,1,2,0,3,0,0,1,1,1,1,0,0,0,0,0.409326425,0,1,0,0,1
19684,M,WHITE,38-42,0,< HS Diploma,1,Property,1-2 years,3,1,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0.958083832,0,0,0,0,0
19685,M,BLACK,23-27,0,< HS Diploma,3+,Violent/Non-Sex,1-2 years,6,0,3+,1,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0,1,1,0,0
19686,M,BLACK,28-32,1,Some College,1,Other,3+ years,1,2,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0.22761194,0,1,1,0,0
19687,M,WHITE,23-27,0,Some College,0,Violent/Sex,3+ years,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907539118,0,0,0,0,0
19688,M,WHITE,48 or older,0,< HS Diploma,0,Unknown,1-2 years,3,3,1,1,0,2,0,0,1,1,1,1,0,0,0,0,0.0,1,0,0,0,0
19689,M,BLACK,43-47,0,Some College,3+,Unknown,3+ years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967403958,0,0,0,0,0
19690,M,BLACK,43-47,0,< HS Diploma,0,Property,<1 year,3,0,0,1,0,2,0,0,1,1,0,2,0,0,0,0,1.0,0,0,0,0,0
19691,M,WHITE,28-32,0,High School Diploma,2,Violent/Non-Sex,3+ years,2,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0,0,0,0,0
19692,M,BLACK,28-32,0,High School Diploma,2,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.959218352,0,0,0,0,0
19693,M,WHITE,23-27,1,High School Diploma,3+,Property,3+ years,3,2,1,3,0,0,0,0,2,1,0,2,0,0,0,0,0.849658314,1,1,0,1,0
19694,M,BLACK,23-27,0,Some College,0,Violent/Non-Sex,3+ years,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,1,0
19695,F,WHITE,33-37,0,Some College,1,Violent/Non-Sex,3+ years,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.646507666,0,0,0,0,0
19696,M,WHITE,48 or older,1,< HS Diploma,3+,Property,1-2 years,10+,5,1,0,3,5+,0,1,1,3,0,0,1,1,0,0,0.78042328,0,1,0,1,0
19697,M,WHITE,28-32,0,Some College,2,Drug,<1 year,3,3,1,1,1,1,0,0,0,2,0,1,1,0,0,0,1.0,0,0,0,0,0
19698,M,BLACK,38-42,0,High School Diploma,2,Drug,3+ years,10+,6+,1,3,5+,5+,1,1,3+,3,1,1,2+,0,1,0,0.770098731,0,1,0,1,0
19699,M,BLACK,28-32,0,High School Diploma,3+,Violent/Non-Sex,3+ years,3,6+,2,0,3,0,1,0,1,4+,1,0,2+,0,1,0,0.0,0,0,0,0,0
19700,M,WHITE,38-42,1,High School Diploma,2,Drug,<1 year,6,2,1,0,2,5+,0,0,1,1,0,0,1,0,0,0,0.410958904,1,1,1,0,0
19701,M,BLACK,48 or older,0,High School Diploma,1,Drug,1-2 years,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.028262677,0,0,0,0,0
19702,M,WHITE,38-42,0,High School Diploma,3+,Drug,1-2 years,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.595454545,0,0,0,0,0
19703,M,BLACK,18-22,1,High School Diploma,0,Property,3+ years,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.0,0,1,0,1,0
19705,F,WHITE,33-37,0,High School Diploma,1,Property,<1 year,7,3,0,3,0,5+,0,0,3+,4+,0,3+,0,1,0,0,0.0,0,0,0,0,0
19707,M,WHITE,23-27,0,< HS Diploma,1,Property,3+ years,5,6+,0,5+,1,3,0,0,2,1,0,2,1,0,0,0,0.496688742,0,1,0,0,1
19708,M,BLACK,38-42,0,High School Diploma,1,Property,3+ years,10+,6+,2,5+,2,5+,1,0,3+,4+,0,3+,1,0,0,0,0.0,0,1,1,0,0
19709,M,BLACK,33-37,0,High School Diploma,3+,Unknown,1-2 years,4,5,0,0,2,1,0,1,2,0,0,0,2+,0,0,1,0.0,0,1,1,0,0
19710,M,BLACK,23-27,1,< HS Diploma,3+,Other,<1 year,2,4,0,1,1,2,0,1,2,0,0,1,0,0,0,1,0.0,0,1,1,0,0
19711,M,BLACK,18-22,0,< HS Diploma,3+,Property,1-2 years,3,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0.034974093,0,1,1,0,0
19712,M,BLACK,18-22,0,< HS Diploma,0,Other,<1 year,3,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0.0,0,1,1,0,0
19713,M,BLACK,33-37,0,Some College,2,Violent/Non-Sex,1-2 years,5,4,3+,2,0,1,1,0,1,0,1,0,0,0,0,0,0.912599319,0,1,0,0,1
19715,F,WHITE,18-22,0,< HS Diploma,2,Drug,1-2 years,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.909090909,0,1,1,0,0
19716,M,BLACK,18-22,1,High School Diploma,3+,Unknown,3+ years,3,3,1,0,3,1,0,0,3+,3,1,0,2+,0,0,0,0.029315961,0,1,1,0,0
19717,M,WHITE,48 or older,0,< HS Diploma,0,Drug,<1 year,6,4,0,0,4,2,0,0,1,3,0,0,1,0,0,0,1.0,0,1,0,0,1
19718,M,WHITE,18-22,0,< HS Diploma,0,Violent/Non-Sex,3+ years,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0.294223827,0,1,1,0,0
19719,M,BLACK,23-27,1,< HS Diploma,3+,Other,1-2 years,8,4,3+,1,2,2,1,1,1,3,1,0,0,0,1,1,0.0,0,1,1,0,0
19720,F,BLACK,18-22,0,High School Diploma,1,Property,<1 year,7,2,2,3,1,2,1,0,0,2,0,2,0,0,0,0,0.0,1,1,1,0,0
19721,M,BLACK,28-32,0,< HS Diploma,2,Violent/Sex,1-2 years,2,2,2,0,1,1,0,0,1,1,0,0,1,0,0,0,0.0,1,0,0,0,0
19722,M,WHITE,18-22,1,< HS Diploma,0,Other,<1 year,6,6+,1,3,2,5+,0,1,2,3,0,1,1,1,0,1,1.0,0,1,0,1,0
19724,M,BLACK,23-27,0,< HS Diploma,0,Drug,<1 year,2,0,0,0,2,1,0,0,2,0,0,0,2+,0,0,0,0.336134454,0,0,0,0,0
19725,M,WHITE,18-22,0,< HS Diploma,2,Property,1-2 years,4,4,1,1,1,2,0,0,1,3,0,2,1,0,0,0,0.999131944,0,0,0,0,0
19726,M,WHITE,23-27,0,< HS Diploma,3+,Property,1-2 years,4,0,0,2,1,2,0,0,1,0,0,0,1,0,0,0,1.0,0,0,0,0,0
19727,M,WHITE,23-27,0,High School Diploma,0,Unknown,1-2 years,4,0,0,1,2,1,0,0,1,0,0,2,0,0,0,0,0.973072215,0,0,0,0,0
19728,M,BLACK,28-32,0,High School Diploma,0,Property,1-2 years,3,2,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0,1,1,0,0
19729,M,BLACK,18-22,0,< HS Diploma,1,Violent/Non-Sex,<1 year,3,2,2,0,1,1,0,1,0,1,0,0,1,0,0,0,0.830143541,0,1,0,0,1
19730,M,WHITE,18-22,1,< HS Diploma,0,Drug,1-2 years,5,2,0,0,3,3,0,0,2,1,0,0,2+,1,0,0,0.947030498,0,0,0,0,0
19731,M,WHITE,28-32,1,< HS Diploma,2,Drug,1-2 years,3,4,0,1,3,2,0,0,0,1,0,0,2+,0,0,0,0.0,0,0,0,0,0
19732,F,BLACK,23-27,0,< HS Diploma,3+,Property,<1 year,5,3,0,3,0,2,0,0,0,1,0,2,0,0,0,0,0.0,0,1,0,1,0
19733,M,BLACK,18-22,0,High School Diploma,0,Property,1-2 years,4,6+,0,5+,0,5+,0,0,0,4+,0,3+,0,0,0,0,0.0,0,1,1,0,0
19734,M,BLACK,38-42,0,< HS Diploma,3+,Property,1-2 years,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0
19735,F,WHITE,23-27,0,High School Diploma,2,Unknown,1-2 years,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0.0,0,1,0,1,0
19736,M,WHITE,28-32,0,High School Diploma,1,Unknown,1-2 years,9,3,3+,4,3,4,1,0,3+,2,0,2,1,1,1,0,0.0,0,1,1,0,0
19737,M,WHITE,18-22,0,< HS Diploma,1,Property,<1 year,7,6+,0,3,4,5+,0,0,0,4+,0,3+,0,1,0,0,0.0,0,1,1,0,0
19738,M,WHITE,23-27,0,< HS Diploma,0,Drug,3+ years,2,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,Unknown,0,0,0,0,0
19739,M,BLACK,23-27,0,< HS Diploma,1,Violent/Sex,<1 year,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0
19740,M,BLACK,18-22,0,< HS Diploma,0,Property,<1 year,3,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0.07540395,0,1,0,0,1
19741,M,BLACK,23-27,1,High School Diploma,2,Violent/Non-Sex,<1 year,6,4,1,2,3,4,0,0,3+,0,1,2,1,0,0,0,1.0,0,1,1,0,0
19742,M,BLACK,43-47,0,Some College,2,Property,3+ years,8,6+,0,2,4,2,0,0,3+,4+,0,1,2+,0,0,0,0.0,0,1,1,0,0
19743,M,WHITE,23-27,0,< HS Diploma,1,Property,3+ years,2,5,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0,1,0
19744,M,BLACK,43-47,0,< HS Diploma,2,Violent/Non-Sex,3+ years,10+,6+,3+,1,1,5+,1,0,2,4+,1,1,0,1,1,0,0.0,0,0,0,0,0
19745,M,BLACK,28-32,0,< HS Diploma,1,Violent/Non-Sex,1-2 years,5,3,2,2,2,2,0,1,3+,2,1,1,0,1,0,0,0.0,0,1,0,1,0
19746,F,BLACK,33-37,0,High School Diploma,3+,Property,1-2 years,2,4,0,2,0,1,0,0,0,3,0,1,0,1,0,0,0.651869159,0,0,0,0,0
19747,M,WHITE,33-37,0,< HS Diploma,0,Property,1-2 years,8,6+,0,3,0,5+,0,1,3+,4+,0,2,0,1,0,0,0.0,0,1,1,0,0
19748,F,WHITE,48 or older,0,< HS Diploma,0,Violent/Non-Sex,3+ years,2,6+,3+,0,0,0,1,0,1,1,1,0,0,0,1,0,0.0,1,0,0,0,0
19749,M,WHITE,28-32,0,< HS Diploma,0,Property,1-2 years,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.986550633,0,0,0,0,0
19750,M,WHITE,33-37,0,High School Diploma,0,Property,1-2 years,5,6+,0,5+,4,5+,0,0,0,3,0,3+,0,1,0,0,0.456521739,0,1,1,0,0
19751,M,WHITE,23-27,0,High School Diploma,1,Violent/Non-Sex,3+ years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696721311,0,0,0,0,0
19752,M,WHITE,28-32,0,Some College,2,Drug,<1 year,7,6+,1,2,1,3,0,0,0,4+,1,0,0,0,0,0,0.0,0,1,1,0,0
19753,M,BLACK,18-22,0,< HS Diploma,2,Other,1-2 years,5,1,0,4,0,1,0,1,0,1,0,1,0,0,0,1,1.0,0,1,1,0,0
19754,M,BLACK,23-27,0,Some College,2,Property,<1 year,5,0,0,4,1,0,0,0,2,0,0,3+,0,0,0,0,0.161290323,0,0,0,0,0
19755,M,BLACK,38-42,0,High School Diploma,1,Drug,1-2 years,6,1,0,1,4,1,0,0,3+,1,0,0,2+,0,0,0,0.965827338,0,0,0,0,0
19756,M,WHITE,23-27,0,High School Diploma,0,Unknown,1-2 years,2,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
19757,M,BLACK,48 or older,0,< HS Diploma,0,Drug,3+ years,10+,6+,3+,5+,4,5+,0,0,3+,4+,1,3+,2+,1,0,0,0.0,0,0,0,0,0
19759,M,WHITE,18-22,1,< HS Diploma,3+,Drug,<1 year,3,1,0,1,2,0,0,0,2,1,0,1,1,0,0,0,0.0,0,1,1,0,0
19760,M,BLACK,23-27,0,High School Diploma,1,Violent/Non-Sex,3+ years,3,3,2,1,2,0,0,1,1,3,1,1,1,0,0,0,1.0,0,1,1,0,0
19761,M,WHITE,18-22,0,< HS Diploma,1,Violent/Non-Sex,3+ years,4,0,2,2,0,0,0,1,2,0,0,2,0,0,0,0,1.0,0,0,0,0,0
19762,M,BLACK,18-22,0,< HS Diploma,0,Violent/Non-Sex,<1 year,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.060606061,1,1,1,0,0
19763,M,BLACK,18-22,0,High School Diploma,2,Property,<1 year,5,2,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,1
19764,M,WHITE,28-32,0,High School Diploma,2,Drug,1-2 years,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.679442509,0,1,0,0,1
19765,M,WHITE,28-32,0,High School Diploma,1,Drug,3+ years,5,4,1,1,4,0,0,0,0,4+,1,0,2+,0,0,0,0.253022453,0,1,0,1,0
19766,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,1-2 years,3,3,3+,1,0,3,1,1,1,3,1,0,0,0,1,0,0.426395939,0,1,0,0,1
19767,M,BLACK,28-32,0,< HS Diploma,3+,Drug,1-2 years,6,6+,0,1,4,1,0,1,3+,4+,0,0,2+,0,0,0,0.706168831,0,1,0,1,0
19768,M,BLACK,18-22,0,High School Diploma,1,Other,<1 year,3,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0.46122449,0,1,0,1,0
19769,M,BLACK,38-42,0,Some College,3+,Other,1-2 years,3,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0.363847944,0,1,0,1,0
19770,M,BLACK,28-32,0,High School Diploma,3+,Property,<1 year,5,6+,1,3,0,2,0,0,1,4+,0,1,0,0,0,0,0.0,0,1,1,0,0
19771,M,WHITE,18-22,0,High School Diploma,0,Violent/Non-Sex,1-2 years,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
19773,M,BLACK,18-22,0,High School Diploma,0,Property,3+ years,3,2,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0.996456414,0,0,0,0,0
19774,M,BLACK,18-22,0,< HS Diploma,0,Violent/Non-Sex,<1 year,5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0.0,0,1,1,0,0
19775,M,WHITE,33-37,0,Some College,0,Violent/Non-Sex,3+ years,1,5,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0.867247008,0,0,0,0,0
19776,M,BLACK,18-22,1,High School Diploma,0,Property,1-2 years,6,1,0,5+,0,0,0,0,2,0,0,2,0,0,0,0,0.0,0,1,1,0,0
19777,M,WHITE,23-27,1,< HS Diploma,0,Property,<1 year,6,6+,0,5+,0,5+,0,0,0,4+,0,3+,0,0,0,0,0.0,0,1,0,1,0
19778,M,WHITE,43-47,0,High School Diploma,0,Drug,3+ years,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown,0,0,0,0,0
19779,M,BLACK,18-22,1,< HS Diploma,1,Unknown,<1 year,3,3,0,2,3,0,0,1,0,1,0,0,2+,0,0,0,0.0,0,1,1,0,0
19780,M,WHITE,23-27,0,< HS Diploma,0,Property,<1 year,2,6+,0,1,0,5+,0,0,0,3,0,0,0,1,0,0,0.0,0,0,0,0,0
19781,M,WHITE,33-37,1,High School Diploma,3+,Property,<1 year,3,3,0,4,0,0,0,1,2,1,0,1,0,0,0,1,0.695652174,0,1,0,1,0
19782,M,WHITE,48 or older,0,Some College,0,Property,3+ years,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
19783,M,BLACK,18-22,1,< HS Diploma,0,Property,<1 year,6,0,0,3,0,3,0,0,0,0,0,2,0,1,0,0,0.0,0,1,0,0,1
19784,M,BLACK,23-27,1,< HS Diploma,3+,Violent/Non-Sex,3+ years,4,5,2,1,1,2,1,1,0,1,1,0,0,0,1,0,0.0,0,1,0,1,0
19785,M,BLACK,33-37,0,Some College,1,Property,3+ years,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0
19786,M,BLACK,28-32,1,< HS Diploma,3+,Property,<1 year,9,4,0,5+,1,5+,0,0,1,3,0,3+,1,0,0,0,0.0,0,1,1,0,0
19787,F,BLACK,38-42,0,High School Diploma,3+,Drug,<1 year,7,6+,0,1,3,5+,0,0,3+,3,0,1,2+,0,0,0,0.0,0,1,1,0,0
19788,M,WHITE,23-27,1,High School Diploma,0,Drug,<1 year,6,6+,0,4,4,3,0,0,1,3,0,0,2+,1,0,0,0.551724138,0,1,1,0,0
19789,F,BLACK,23-27,0,< HS Diploma,1,Unknown,1-2 years,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.938428875,0,0,0,0,0
19790,F,BLACK,23-27,0,High School Diploma,3+,Property,3+ years,3,2,0,4,0,1,0,0,1,0,0,2,0,0,0,0,0.228693182,0,1,1,0,0
19791,M,BLACK,18-22,0,High School Diploma,3+,Drug,<1 year,5,3,2,1,4,0,1,0,2,4+,0,2,2+,0,0,0,0.0,0,1,0,1,0
19792,M,BLACK,18-22,1,< HS Diploma,3+,Property,<1 year,2,6+,1,5+,0,3,0,0,0,3,0,2,0,0,0,0,0.0,0,1,1,0,0
19793,M,BLACK,48 or older,0,Some College,0,Violent/Non-Sex,3+ years,2,2,2,0,0,1,1,0,0,2,1,0,0,1,1,0,0.0,0,1,0,1,0
19794,M,BLACK,38-42,0,High School Diploma,1,Unknown,3+ years,2,4,1,0,2,2,1,0,3+,1,1,0,2+,0,1,0,Unknown,0,0,0,0,0
19795,M,WHITE,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,2,5,1,2,0,3,0,0,1,4+,0,0,1,1,0,0,1.0,1,1,0,1,0
19796,M,BLACK,28-32,0,High School Diploma,3+,Other,3+ years,7,3,1,2,4,1,0,1,2,2,0,1,1,0,0,0,Unknown,0,0,0,0,0
19797,M,WHITE,33-37,0,< HS Diploma,1,Unknown,<1 year,6,2,1,1,4,0,0,0,1,1,0,1,1,0,0,0,1.0,0,0,0,0,0
19798,M,WHITE,43-47,0,Some College,3+,Violent/Sex,3+ years,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546705998,0,0,0,0,0
19799,M,BLACK,23-27,0,High School Diploma,0,Drug,1-2 years,4,3,0,0,5+,0,0,1,0,2,0,0,2+,0,0,0,0.82523511,0,1,0,0,1
19800,M,WHITE,28-32,1,High School Diploma,0,Property,<1 year,10+,6+,1,4,3,5+,0,0,3+,2,1,2,2+,0,0,0,0.0,0,0,0,0,0
19801,F,WHITE,23-27,0,High School Diploma,0,Property,1-2 years,8,3,0,3,0,5+,0,0,2,1,0,3+,0,0,0,0,0.138755981,0,1,1,0,0
19802,M,BLACK,18-22,0,< HS Diploma,3+,Property,<1 year,3,6+,0,3,0,3,0,0,2,1,0,2,0,0,0,0,0.0,0,0,0,0,0
19803,M,BLACK,33-37,0,High School Diploma,0,Unknown,1-2 years,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
19804,M,WHITE,28-32,0,< HS Diploma,3+,Other,1-2 years,8,6+,1,5+,1,3,1,0,1,3,0,3+,0,0,0,0,0.238921002,0,1,1,0,0
19805,M,BLACK,28-32,0,High School Diploma,1,Other,1-2 years,5,1,0,1,2,1,0,1,2,0,0,1,2+,0,0,1,0.889473684,0,1,0,0,1
19806,M,WHITE,18-22,0,High School Diploma,0,Violent/Non-Sex,1-2 years,1,4,1,2,2,0,0,0,0,2,0,1,1,0,0,0,0.962085308,0,0,0,0,0
19807,M,WHITE,28-32,1,High School Diploma,3+,Property,3+ years,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0.185185185,0,1,0,1,0
19808,M,BLACK,33-37,0,Some College,0,Violent/Non-Sex,3+ years,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.206695779,0,0,0,0,0
19809,M,WHITE,28-32,1,High School Diploma,1,Property,<1 year,10+,6+,1,5+,5+,5+,0,0,3+,4+,0,3+,1,1,0,0,0.326923077,0,1,0,1,0
19810,M,WHITE,18-22,0,Some College,0,Property,1-2 years,5,4,0,0,4,5+,0,0,1,1,0,0,2+,1,0,0,0.273316062,0,1,1,0,0
19811,M,BLACK,38-42,0,< HS Diploma,3+,Unknown,1-2 years,9,3,1,0,5+,0,0,1,2,0,0,0,2+,0,0,0,0.493071594,0,0,0,0,0
19812,F,WHITE,18-22,0,Some College,0,Property,1-2 years,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.087087087,0,1,0,1,0
19813,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,3+ years,4,2,3+,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0,1,1,0,0
19814,M,BLACK,23-27,0,< HS Diploma,1,Violent/Non-Sex,1-2 years,5,2,3+,0,1,0,0,1,1,0,1,0,0,0,0,1,0.902912621,0,1,0,0,1
19815,M,BLACK,18-22,0,< HS Diploma,1,Property,<1 year,5,1,3+,2,0,0,0,1,0,0,0,0,1,0,0,0,0.359430605,1,1,1,0,0
19816,M,BLACK,18-22,1,< HS Diploma,1,Property,<1 year,6,3,1,2,0,4,0,1,1,3,1,1,0,1,0,1,0.14004914,0,1,1,0,0
19817,M,WHITE,18-22,1,High School Diploma,3+,Other,<1 year,8,6+,1,5+,3,4,0,1,0,2,0,1,0,0,0,1,0.0,0,1,1,0,0
19818,M,BLACK,23-27,0,Some College,0,Other,<1 year,3,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0.836206897,0,0,0,0,0
19819,M,BLACK,23-27,1,High School Diploma,1,Other,3+ years,6,4,3+,2,0,5+,1,1,0,2,1,1,0,0,0,0,0.0,0,1,0,1,0
19820,M,BLACK,18-22,1,< HS Diploma,0,Unknown,<1 year,7,2,0,3,2,2,0,1,1,1,0,0,1,0,0,1,0.0,0,1,1,0,0
19821,M,WHITE,23-27,0,< HS Diploma,0,Unknown,1-2 years,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,0
19822,M,BLACK,23-27,0,High School Diploma,3+,Property,<1 year,4,2,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0,0,0
19823,F,WHITE,43-47,0,< HS Diploma,3+,Unknown,1-2 years,6,6+,3+,2,2,1,0,1,2,2,0,1,2+,0,0,0,0.0,0,0,0,0,0
19824,M,WHITE,23-27,0,Some College,3+,Property,3+ years,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.494382022,0,0,0,0,0
19825,M,BLACK,18-22,1,< HS Diploma,2,Property,<1 year,4,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0
19826,M,BLACK,18-22,1,High School Diploma,0,Property,3+ years,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
19827,M,BLACK,18-22,0,< HS Diploma,3+,Property,3+ years,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.419567827,0,0,0,0,0
19828,M,WHITE,23-27,1,< HS Diploma,2,Other,<1 year,10+,6+,3+,5+,3,5+,1,0,1,4+,1,1,2+,0,1,0,0.0,0,1,1,0,0
19829,M,WHITE,18-22,0,High School Diploma,0,Unknown,<1 year,3,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0.73253012,1,1,0,0,1
19830,M,WHITE,18-22,0,High School Diploma,0,Unknown,3+ years,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
19831,M,BLACK,23-27,0,High School Diploma,3+,Drug,<1 year,3,1,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0.274787535,0,1,0,1,0
19832,M,BLACK,18-22,1,< HS Diploma,1,Property,1-2 years,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0
19833,M,BLACK,33-37,0,High School Diploma,3+,Violent/Non-Sex,3+ years,6,2,2,2,0,2,0,1,1,3,1,1,1,1,1,1,1.0,0,1,0,0,1
19834,M,WHITE,43-47,0,High School Diploma,1,Other,1-2 years,4,5,1,1,1,2,1,0,2,2,0,1,1,0,1,0,0.647690655,0,1,0,1,0
19835,M,BLACK,28-32,0,High School Diploma,0,Property,<1 year,4,1,0,5+,0,1,0,0,3+,0,0,3+,0,1,0,0,0.0,0,1,1,0,0
19836,M,WHITE,23-27,0,< HS Diploma,0,Property,3+ years,4,3,1,2,2,1,0,0,0,1,0,1,1,0,0,0,0.0,0,0,0,0,0
19837,M,BLACK,18-22,0,< HS Diploma,0,Property,3+ years,2,1,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0.872483221,0,0,0,0,0
19838,F,BLACK,28-32,0,Some College,1,Drug,3+ years,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,1.0,0,0,0,0,0
