ID,Gender,Race,Age_at_Release,Gang_Affiliated,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Recidivism_Within_3years
24860,F,BLACK,48 or older,0,High School Diploma,1,Property,3+ years,5,1,0,5+,0,0,0,0,1,0,0,2,0,0,0,0,0
24861,M,WHITE,28-32,0,< HS Diploma,1,Property,1-2 years,6,1,1,4,0,1,0,0,1,1,0,1,0,1,0,0,1
24862,F,WHITE,38-42,0,High School Diploma,2,Drug,<1 year,8,6+,0,5+,1,5+,0,0,3+,2,0,2,2+,0,0,0,1
24863,M,WHITE,23-27,0,Some College,0,Property,3+ years,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
24864,M,WHITE,28-32,1,High School Diploma,2,Property,<1 year,1,6+,0,3,1,1,0,0,1,4+,0,3+,0,1,0,0,1
24865,M,WHITE,33-37,0,High School Diploma,3+,Property,<1 year,1,5,0,3,0,1,0,0,0,3,0,2,0,0,0,0,1
24866,M,BLACK,23-27,1,High School Diploma,2,Other,1-2 years,8,6+,3+,1,4,5+,1,1,0,4+,1,0,2+,0,1,0,1
24867,M,WHITE,48 or older,0,High School Diploma,2,Drug,<1 year,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
24868,M,WHITE,18-22,0,High School Diploma,1,Property,<1 year,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24869,M,BLACK,23-27,0,High School Diploma,2,Property,1-2 years,2,6+,1,0,2,4,0,1,2,3,0,1,1,0,0,0,1
24870,M,WHITE,48 or older,0,Some College,3+,Drug,<1 year,10+,6+,3+,4,2,5+,1,0,0,4+,0,1,1,1,0,0,0
24871,F,WHITE,43-47,0,< HS Diploma,0,Drug,1-2 years,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
24872,M,WHITE,18-22,0,High School Diploma,0,Property,1-2 years,2,3,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0
24873,M,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,1-2 years,3,6+,3+,0,1,4,1,1,1,3,1,0,0,0,1,1,1
24874,M,WHITE,48 or older,0,Some College,2,Property,3+ years,7,1,0,5+,0,0,1,0,1,1,0,3+,0,0,1,0,1
24875,M,WHITE,18-22,0,High School Diploma,0,Drug,<1 year,3,3,0,1,3,1,0,0,1,1,0,0,2+,0,0,0,0
24876,M,BLACK,18-22,1,< HS Diploma,0,Property,1-2 years,5,2,1,1,1,1,0,0,0,2,1,1,0,0,0,0,0
24877,M,BLACK,23-27,0,< HS Diploma,0,Drug,1-2 years,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24878,M,WHITE,23-27,1,< HS Diploma,0,Drug,<1 year,2,6+,2,1,2,4,1,0,1,4+,1,0,1,0,0,0,1
24879,F,WHITE,33-37,0,< HS Diploma,2,Drug,3+ years,1,3,0,0,1,2,0,0,0,3,0,0,0,1,0,0,0
24880,M,WHITE,18-22,0,< HS Diploma,3+,Other,1-2 years,3,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1
24881,M,WHITE,43-47,0,High School Diploma,2,Unknown,<1 year,2,6+,0,0,3,4,0,1,0,3,0,0,0,1,0,0,1
24882,M,BLACK,48 or older,0,Some College,3+,Unknown,3+ years,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24883,M,BLACK,38-42,0,Some College,3+,Unknown,3+ years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24884,F,WHITE,28-32,0,< HS Diploma,3+,Drug,<1 year,5,5,1,4,1,3,1,0,1,1,0,1,1,0,0,0,0
24885,M,BLACK,18-22,0,High School Diploma,1,Property,<1 year,1,6+,1,3,0,4,0,0,0,3,0,1,0,1,0,0,1
24886,M,BLACK,23-27,0,High School Diploma,0,Unknown,<1 year,2,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1
24887,M,BLACK,43-47,0,Some College,3+,Property,1-2 years,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
24888,M,BLACK,18-22,1,< HS Diploma,0,Property,<1 year,3,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1
24889,M,WHITE,18-22,1,< HS Diploma,1,Violent/Non-Sex,1-2 years,5,1,1,3,1,2,0,0,1,2,1,2,0,0,0,0,1
24890,M,WHITE,18-22,1,High School Diploma,1,Unknown,<1 year,5,1,0,2,1,2,0,0,1,0,0,1,1,0,0,0,1
24891,F,BLACK,33-37,0,High School Diploma,2,Drug,1-2 years,6,2,2,2,2,0,0,1,0,0,0,0,1,0,0,0,1
24892,M,BLACK,18-22,1,< HS Diploma,0,Unknown,1-2 years,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
24893,M,BLACK,18-22,0,< HS Diploma,1,Property,1-2 years,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24894,F,WHITE,23-27,0,High School Diploma,0,Drug,<1 year,5,3,0,0,5+,3,0,0,1,1,0,0,2+,0,0,0,1
24895,M,BLACK,18-22,0,Some College,2,Other,<1 year,5,5,1,0,2,3,0,0,1,4+,1,0,2+,0,0,0,1
24896,M,BLACK,23-27,0,High School Diploma,1,Unknown,<1 year,5,3,0,3,1,2,0,0,1,2,0,0,1,0,0,0,1
24898,M,BLACK,28-32,0,High School Diploma,3+,Unknown,1-2 years,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
24899,M,BLACK,23-27,0,High School Diploma,1,Unknown,1-2 years,6,6+,3+,2,1,1,0,0,0,3,1,1,0,0,0,0,1
24900,M,BLACK,23-27,0,< HS Diploma,2,Violent/Non-Sex,1-2 years,2,6+,3+,3,0,5+,1,1,0,4+,1,2,0,0,1,1,0
24901,M,WHITE,23-27,0,< HS Diploma,0,Property,<1 year,2,1,0,2,1,0,0,0,0,1,0,1,1,0,0,0,1
24902,M,BLACK,28-32,0,Some College,3+,Drug,<1 year,3,1,0,1,2,0,0,0,1,0,0,0,2+,0,0,0,1
24903,M,BLACK,23-27,0,< HS Diploma,2,Property,1-2 years,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1
24904,M,WHITE,23-27,0,Some College,0,Property,3+ years,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
24905,M,BLACK,18-22,0,High School Diploma,3+,Other,<1 year,6,1,1,5+,0,1,0,1,2,1,0,2,0,0,0,1,1
24906,F,WHITE,28-32,0,< HS Diploma,0,Property,<1 year,3,6+,2,5+,0,3,1,0,1,4+,1,3+,0,1,1,0,1
24907,M,BLACK,43-47,0,Some College,0,Property,<1 year,5,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
24908,M,BLACK,23-27,0,High School Diploma,2,Property,1-2 years,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24909,M,BLACK,23-27,0,High School Diploma,1,Violent/Non-Sex,1-2 years,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
24910,M,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,1-2 years,2,2,3+,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24911,M,WHITE,28-32,0,< HS Diploma,3+,Violent/Non-Sex,<1 year,3,6+,2,2,2,2,1,0,1,4+,1,1,1,0,1,0,1
24912,M,BLACK,23-27,0,Some College,2,Unknown,1-2 years,3,1,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0
24913,M,WHITE,23-27,0,Some College,1,Other,3+ years,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24914,F,WHITE,33-37,0,Some College,2,Drug,<1 year,3,5,0,1,2,3,0,0,1,2,0,1,2+,0,0,0,0
24917,M,BLACK,18-22,0,Some College,3+,Property,1-2 years,3,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0
24918,M,BLACK,48 or older,0,Some College,3+,Violent/Non-Sex,1-2 years,1,4,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0
24919,M,BLACK,18-22,1,< HS Diploma,2,Unknown,<1 year,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1
24920,M,WHITE,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,4,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1
24921,M,WHITE,23-27,0,High School Diploma,0,Drug,<1 year,4,4,2,1,4,1,0,0,1,0,0,0,1,0,0,0,0
24922,M,WHITE,43-47,0,Some College,3+,Violent/Non-Sex,<1 year,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24923,M,WHITE,23-27,0,Some College,0,Drug,1-2 years,3,0,0,0,2,1,0,0,0,2,0,1,0,1,0,0,1
24924,M,BLACK,23-27,0,High School Diploma,1,Unknown,1-2 years,3,3,0,3,1,1,0,1,0,2,0,3+,0,0,0,1,1
24925,F,BLACK,28-32,0,High School Diploma,3+,Property,<1 year,10+,6+,1,5+,2,5+,0,0,1,4+,1,3+,0,1,1,0,1
24926,F,BLACK,18-22,0,< HS Diploma,3+,Violent/Non-Sex,<1 year,5,0,2,1,0,2,0,0,1,0,0,0,0,1,0,0,1
24927,M,BLACK,18-22,0,High School Diploma,1,Drug,<1 year,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
24928,M,WHITE,23-27,0,Some College,3+,Unknown,1-2 years,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
24929,M,BLACK,33-37,0,< HS Diploma,0,Drug,<1 year,2,0,0,0,1,0,0,0,1,1,0,0,2+,0,0,0,0
24930,M,WHITE,48 or older,0,Some College,3+,Drug,1-2 years,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
24931,M,WHITE,38-42,0,High School Diploma,3+,Drug,1-2 years,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1
24932,M,WHITE,28-32,0,< HS Diploma,3+,Property,1-2 years,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
24933,M,BLACK,28-32,0,< HS Diploma,3+,Violent/Non-Sex,<1 year,1,5,1,1,0,1,1,0,0,3,1,1,0,0,1,0,1
24934,M,BLACK,18-22,1,< HS Diploma,0,Unknown,<1 year,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24935,F,BLACK,38-42,0,Some College,2,Property,1-2 years,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24936,M,WHITE,48 or older,0,< HS Diploma,1,Drug,1-2 years,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
24938,M,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,1-2 years,2,4,1,2,1,2,0,0,1,0,1,0,0,0,0,0,0
24939,M,BLACK,23-27,0,< HS Diploma,0,Property,1-2 years,2,2,0,2,1,1,0,0,2,1,0,2,0,1,0,0,0
24940,M,WHITE,23-27,0,Some College,3+,Drug,<1 year,3,4,2,0,1,0,1,0,0,2,0,0,0,0,0,0,1
24941,F,WHITE,48 or older,0,Some College,0,Property,1-2 years,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0
24942,M,BLACK,23-27,0,High School Diploma,0,Violent/Sex,3+ years,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0
24943,M,WHITE,23-27,1,High School Diploma,0,Drug,<1 year,4,5,0,2,3,2,0,0,0,3,0,2,1,0,0,0,1
24944,M,WHITE,28-32,0,Some College,0,Property,<1 year,3,2,0,3,1,0,0,0,2,3,0,2,1,0,0,0,1
24945,F,WHITE,38-42,0,< HS Diploma,0,Property,<1 year,4,0,0,3,1,0,0,0,2,0,0,2,0,0,0,0,1
24946,M,WHITE,33-37,0,Some College,2,Violent/Sex,<1 year,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24947,M,BLACK,48 or older,0,< HS Diploma,1,Unknown,3+ years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24948,M,BLACK,28-32,0,Some College,3+,Unknown,3+ years,2,4,1,0,2,1,0,0,0,1,0,0,0,0,0,0,1
24949,M,WHITE,48 or older,0,< HS Diploma,2,Drug,<1 year,3,6+,2,0,2,2,0,0,1,3,1,0,1,0,0,0,0
24950,M,BLACK,28-32,0,High School Diploma,3+,Violent/Non-Sex,1-2 years,6,4,3+,2,0,0,1,1,2,2,1,0,0,0,1,0,1
24951,M,WHITE,23-27,0,< HS Diploma,2,Property,1-2 years,5,3,2,3,1,2,1,1,0,1,1,0,0,0,1,0,1
24952,M,BLACK,23-27,0,Some College,0,Other,1-2 years,3,5,0,0,3,3,0,1,0,0,0,0,1,0,0,1,1
24953,F,WHITE,28-32,0,< HS Diploma,2,Unknown,1-2 years,4,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
24954,M,BLACK,43-47,0,High School Diploma,1,Violent/Non-Sex,<1 year,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24955,M,WHITE,18-22,0,High School Diploma,0,Drug,<1 year,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
24956,M,WHITE,18-22,0,High School Diploma,0,Violent/Sex,<1 year,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24957,M,WHITE,18-22,0,< HS Diploma,0,Drug,1-2 years,2,2,0,2,2,0,0,1,0,0,0,0,1,0,0,1,1
24958,M,BLACK,23-27,0,High School Diploma,1,Violent/Non-Sex,1-2 years,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24960,M,BLACK,18-22,0,< HS Diploma,0,Unknown,<1 year,2,6+,1,2,2,2,0,0,1,4+,0,1,2+,0,0,0,1
24962,M,BLACK,23-27,1,< HS Diploma,1,Violent/Non-Sex,1-2 years,4,0,3+,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24963,M,WHITE,28-32,0,High School Diploma,1,Drug,<1 year,1,4,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1
24964,M,WHITE,23-27,0,Some College,1,Other,1-2 years,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1
24965,M,BLACK,18-22,0,High School Diploma,0,Violent/Non-Sex,<1 year,4,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1
24966,M,WHITE,23-27,0,High School Diploma,1,Unknown,<1 year,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1
24967,M,BLACK,23-27,0,High School Diploma,1,Property,1-2 years,3,0,0,1,2,0,0,0,2,0,0,1,1,0,0,0,1
24968,M,WHITE,23-27,0,Some College,0,Drug,1-2 years,8,6+,3+,4,4,0,1,0,2,2,0,0,2+,0,0,0,1
24969,M,BLACK,18-22,0,< HS Diploma,2,Other,1-2 years,6,6+,2,5+,1,2,0,1,1,4+,1,2,0,1,0,0,1
24970,F,BLACK,38-42,0,Some College,0,Property,<1 year,8,6+,2,3,1,5+,1,0,0,4+,0,1,0,1,0,0,1
24971,M,BLACK,48 or older,0,High School Diploma,0,Other,<1 year,1,6+,0,0,0,1,0,0,0,4+,0,0,0,0,0,0,0
24972,M,WHITE,18-22,0,High School Diploma,0,Drug,<1 year,3,1,0,0,2,2,0,0,1,0,0,0,1,1,0,0,0
24973,F,BLACK,48 or older,0,< HS Diploma,0,Property,1-2 years,2,2,0,3,0,0,0,0,2,0,0,2,0,0,0,0,1
24974,M,WHITE,28-32,0,< HS Diploma,1,Drug,<1 year,8,3,0,4,4,2,0,0,1,1,0,0,2+,0,0,0,1
24975,M,WHITE,28-32,0,High School Diploma,0,Other,<1 year,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
24976,M,BLACK,18-22,0,< HS Diploma,0,Property,1-2 years,3,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1
24977,M,WHITE,28-32,0,Some College,3+,Unknown,<1 year,1,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
24978,M,BLACK,23-27,1,High School Diploma,0,Unknown,1-2 years,4,5,1,4,0,1,0,0,2,1,0,3+,0,0,0,0,1
24979,M,BLACK,23-27,0,High School Diploma,0,Violent/Sex,3+ years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24980,M,WHITE,18-22,0,< HS Diploma,1,Unknown,1-2 years,5,2,0,4,1,1,0,0,0,2,0,1,1,0,0,0,0
24981,M,WHITE,33-37,0,< HS Diploma,3+,Unknown,1-2 years,2,3,0,2,1,0,0,1,1,1,0,2,0,0,0,1,0
24982,M,BLACK,33-37,1,High School Diploma,3+,Other,1-2 years,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
24983,M,BLACK,33-37,0,High School Diploma,3+,Drug,<1 year,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
24984,M,WHITE,23-27,0,High School Diploma,3+,Unknown,3+ years,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
24986,M,BLACK,18-22,0,High School Diploma,3+,Property,<1 year,5,2,1,2,3,0,0,1,1,1,0,0,2+,0,0,0,1
24987,M,WHITE,18-22,1,< HS Diploma,0,Other,<1 year,3,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1
24988,M,WHITE,18-22,0,< HS Diploma,2,Unknown,<1 year,4,1,1,2,2,0,0,0,0,1,1,0,1,0,1,0,1
24989,F,WHITE,23-27,0,< HS Diploma,0,Drug,<1 year,5,1,0,2,1,3,0,0,1,0,0,1,0,0,0,0,1
24990,M,BLACK,28-32,0,Some College,3+,Unknown,<1 year,5,6+,2,1,2,5+,0,0,1,4+,0,1,1,1,0,0,1
24991,M,BLACK,23-27,1,Some College,3+,Violent/Non-Sex,3+ years,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24992,M,WHITE,48 or older,0,< HS Diploma,0,Drug,<1 year,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
24993,M,BLACK,28-32,0,< HS Diploma,3+,Drug,<1 year,6,6+,3+,1,3,5+,1,0,2,4+,1,1,1,0,1,0,1
24994,M,WHITE,18-22,1,< HS Diploma,1,Drug,<1 year,8,1,1,5+,0,1,1,0,0,0,0,3+,0,0,0,0,0
24995,M,BLACK,28-32,0,Some College,3+,Drug,<1 year,3,2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
24996,M,BLACK,18-22,1,< HS Diploma,2,Violent/Non-Sex,<1 year,5,0,3+,0,0,1,0,1,1,0,1,0,0,0,0,1,0
24997,F,BLACK,23-27,0,Some College,3+,Property,<1 year,5,6+,0,5+,0,4,0,0,1,4+,0,3+,0,0,0,0,1
24999,F,WHITE,33-37,0,< HS Diploma,3+,Property,<1 year,4,6+,3+,1,1,4,1,0,0,3,1,0,0,0,1,0,1
25000,M,WHITE,28-32,0,High School Diploma,0,Drug,<1 year,5,6+,0,2,4,5+,0,0,0,3,0,2,2+,0,0,0,1
25001,M,BLACK,18-22,0,High School Diploma,3+,Violent/Non-Sex,1-2 years,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25002,M,BLACK,33-37,0,Some College,0,Drug,<1 year,5,1,2,1,3,0,0,1,1,1,1,0,2+,0,0,0,1
25003,M,BLACK,23-27,0,High School Diploma,0,Property,<1 year,2,3,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0
25004,M,BLACK,18-22,0,< HS Diploma,3+,Unknown,<1 year,3,4,1,4,2,1,0,0,1,2,0,1,1,0,0,0,1
25006,F,WHITE,23-27,0,< HS Diploma,2,Property,<1 year,8,6+,0,2,1,5+,0,0,1,4+,0,1,1,0,0,0,1
25007,M,BLACK,23-27,1,< HS Diploma,3+,Unknown,1-2 years,5,5,1,0,4,2,0,0,2,0,0,0,2+,0,0,0,1
25008,M,WHITE,33-37,0,Some College,3+,Unknown,<1 year,1,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0
25009,M,WHITE,28-32,0,High School Diploma,0,Property,1-2 years,3,5,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0
25010,M,WHITE,18-22,1,High School Diploma,0,Drug,1-2 years,2,3,0,1,3,1,0,0,0,3,0,2,2+,0,0,0,1
25011,M,WHITE,28-32,0,< HS Diploma,2,Drug,<1 year,6,6+,1,1,3,3,1,0,0,4+,1,1,0,0,0,0,1
25012,F,BLACK,28-32,0,High School Diploma,0,Violent/Non-Sex,3+ years,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25013,M,BLACK,48 or older,0,< HS Diploma,3+,Violent/Non-Sex,1-2 years,2,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
25014,M,BLACK,18-22,0,High School Diploma,3+,Unknown,<1 year,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1
25015,M,WHITE,38-42,0,High School Diploma,2,Violent/Non-Sex,3+ years,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25016,M,WHITE,18-22,1,High School Diploma,0,Other,1-2 years,3,3,0,0,3,1,0,0,1,2,0,0,0,0,0,0,1
25017,F,WHITE,33-37,0,Some College,2,Property,1-2 years,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
25018,F,BLACK,23-27,0,< HS Diploma,3+,Property,3+ years,1,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0
25019,M,WHITE,23-27,0,High School Diploma,0,Drug,<1 year,6,1,0,1,2,2,1,1,1,0,0,0,0,1,0,0,1
25020,M,BLACK,18-22,0,Some College,3+,Unknown,3+ years,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
25021,F,WHITE,33-37,0,< HS Diploma,0,Drug,<1 year,8,6+,3+,5+,3,2,1,0,1,3,1,0,1,0,0,0,1
25022,M,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,5,6+,2,3,0,2,0,0,0,3,0,2,0,0,0,0,1
25023,M,BLACK,38-42,0,High School Diploma,1,Other,<1 year,1,2,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0
25024,M,WHITE,18-22,0,High School Diploma,0,Drug,1-2 years,2,3,0,2,2,3,0,0,1,3,0,0,2+,0,0,0,0
25025,M,WHITE,23-27,0,< HS Diploma,0,Violent/Sex,3+ years,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25026,M,BLACK,33-37,0,High School Diploma,3+,Property,<1 year,4,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0
25027,M,BLACK,28-32,0,High School Diploma,0,Property,<1 year,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
25028,F,BLACK,23-27,0,Some College,2,Property,<1 year,3,3,0,3,0,2,0,0,0,1,0,0,0,0,0,0,1
25029,M,WHITE,38-42,1,High School Diploma,2,Drug,1-2 years,1,2,0,0,2,0,0,0,1,1,0,0,2+,0,0,0,0
25030,M,BLACK,28-32,0,High School Diploma,3+,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25031,M,WHITE,23-27,0,< HS Diploma,1,Drug,1-2 years,5,5,0,1,4,3,0,1,0,1,0,1,2+,0,0,0,0
25032,M,BLACK,23-27,1,< HS Diploma,1,Unknown,3+ years,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
25033,M,BLACK,28-32,0,Some College,1,Other,1-2 years,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25034,M,WHITE,23-27,0,High School Diploma,2,Other,<1 year,4,6+,2,2,2,5+,1,1,0,4+,0,0,1,0,0,1,0
25035,M,BLACK,23-27,0,< HS Diploma,1,Property,3+ years,1,5,1,1,1,2,1,1,0,4+,1,0,1,0,1,1,1
25036,M,BLACK,28-32,0,High School Diploma,0,Property,<1 year,3,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0
25037,M,WHITE,28-32,0,Some College,1,Unknown,1-2 years,4,2,0,1,3,0,0,0,1,0,0,0,1,0,0,0,1
25039,M,BLACK,33-37,0,Some College,3+,Drug,<1 year,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
25040,M,BLACK,28-32,0,< HS Diploma,3+,Other,3+ years,2,3,2,0,2,0,0,1,0,0,0,0,1,0,0,1,0
25041,F,BLACK,28-32,0,Some College,3+,Unknown,<1 year,3,3,0,2,0,1,0,0,0,0,0,2,0,0,0,0,1
25042,F,WHITE,23-27,0,High School Diploma,2,Drug,<1 year,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25043,M,BLACK,23-27,0,Some College,0,Violent/Non-Sex,3+ years,2,6+,1,4,1,4,0,0,1,4+,0,3+,1,1,0,0,1
25044,M,BLACK,23-27,0,< HS Diploma,1,Property,<1 year,3,6+,0,2,0,3,0,0,0,2,0,2,0,1,0,0,0
25045,M,WHITE,28-32,0,< HS Diploma,2,Drug,1-2 years,2,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1
25046,M,BLACK,28-32,0,Some College,3+,Property,<1 year,3,4,0,2,3,2,0,0,0,1,0,1,1,0,0,0,0
25047,M,WHITE,18-22,0,Some College,3+,Drug,<1 year,3,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0
25048,M,BLACK,18-22,0,< HS Diploma,1,Property,<1 year,4,1,0,4,1,1,0,0,0,1,0,1,0,0,0,0,1
25049,M,BLACK,43-47,0,High School Diploma,3+,Property,1-2 years,3,5,1,1,0,2,0,1,0,2,0,1,0,0,0,1,1
25050,M,BLACK,18-22,0,< HS Diploma,0,Property,<1 year,5,1,0,3,0,2,0,0,0,2,0,1,0,0,0,0,1
25051,M,WHITE,33-37,0,< HS Diploma,2,Drug,<1 year,2,4,1,2,1,0,0,0,0,3,1,2,0,0,0,0,0
25052,M,WHITE,28-32,0,Some College,0,Property,<1 year,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25053,M,BLACK,23-27,0,High School Diploma,3+,Other,1-2 years,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25054,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,3+ years,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
25056,M,BLACK,18-22,0,< HS Diploma,0,Unknown,<1 year,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
25057,M,BLACK,48 or older,0,Some College,1,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25058,M,BLACK,18-22,1,< HS Diploma,3+,Property,<1 year,6,6+,0,5+,3,3,0,0,0,4+,0,3+,1,1,0,0,0
25059,M,WHITE,23-27,0,< HS Diploma,0,Property,1-2 years,4,6+,2,0,2,3,1,0,1,3,1,2,1,1,1,0,1
25060,M,WHITE,33-37,0,Some College,0,Violent/Sex,1-2 years,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25061,F,BLACK,18-22,0,Some College,0,Property,<1 year,4,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1
25062,M,WHITE,28-32,0,High School Diploma,0,Drug,3+ years,2,6+,1,0,3,1,0,0,0,3,1,0,0,0,0,0,1
25063,F,WHITE,18-22,0,< HS Diploma,0,Drug,<1 year,4,2,0,2,2,1,0,0,0,1,0,1,0,0,0,0,1
25064,F,WHITE,38-42,0,Some College,1,Other,1-2 years,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25065,M,WHITE,33-37,0,High School Diploma,3+,Drug,<1 year,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
